,clave_ct,nom_turno,nombre_ct,domicilio,localidad_inegi,nombre_localidad,nombre_colonia,municipio,nombre_municipio,sostenimiento,nivel,programa,hombres_1!,mujeres_1!,total_1!,hombres_2!,mujeres_2!,total_2!,hombres_3!,mujeres_3!,total_3!,hombres_4!,mujeres_4!,total_4!,hombres_5!,mujeres_5!,total_5!,hombres_6!,mujeres_6!,total_6!,hombres_total,mujeres_total,matricula_total,docentes,grupos,docenete_educacion_fisica,docente_actividades_artisticas,docente_actividades_tecnonologicas,docente_de_idiomas,personal_de_administrativo_y_servicios,director_con_grupo,director_sin_grupo,total_de_personal
40,14DJN0169O,MATUTINO,TELPOCHCALLI,AMADO NERVO 17,1,TEOCALTICHE,0,91,TEOCALTICHE,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,40,20,60,49,49,98,0,0,0,0,0,0,0,0,0,89,69,158,6,6,1,1,0,0,1,0,1,10
41,14DJN0170D,MATUTINO,SOR JUANA INES DE LA CRUZ,CUITLAHUAC 185,1,TLAQUEPAQUE,SAN PEDRO,98,SAN PEDRO TLAQUEPAQUE,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,43,34,77,32,34,66,0,0,0,0,0,0,0,0,0,75,68,143,6,6,1,1,0,0,2,0,1,11
42,14DJN0171C,MATUTINO,MANUEL LOPEZ COTILLA,VICENTE GUERRERO,1,AMACUECA,0,4,AMACUECA,FEDERALIZADO,PREESCOLAR,GENERAL,2,1,3,10,5,15,5,8,13,0,0,0,0,0,0,0,0,0,17,14,31,2,2,0,0,0,0,0,1,0,2
43,14DJN0172B,MATUTINO,CONCEPCION MARTIN DEL CAMPO,ARQUITECTO PEDRO CIPRES 4477,1,GUADALAJARA,MIRAVALLE,39,GUADALAJARA,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,52,60,112,66,60,126,0,0,0,0,0,0,0,0,0,118,120,238,8,8,1,1,0,0,3,0,1,14
44,14DJN0173A,MATUTINO,JOSE ROSAS MORENO,JOSE ANTONIO TORRES,1,CIUDAD GUZMAN,0,23,ZAPOTLAN EL GRANDE,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,21,29,50,34,36,70,0,0,0,0,0,0,0,0,0,55,65,120,5,5,1,1,0,0,1,0,1,9
45,14DJN0174Z,MATUTINO,FRANCISCO I MADERO,VALLARTA 2,1,ZAPOTILTIC,0,121,ZAPOTILTIC,FEDERALIZADO,PREESCOLAR,GENERAL,7,7,14,20,24,44,24,36,60,0,0,0,0,0,0,0,0,0,51,67,118,4,4,1,0,0,0,3,0,1,9
46,14DJN0175Z,MATUTINO,FELICITAS FREGOSO REGLA,ISABEL SANTANA 211,24,SOYATLAN DEL ORO,0,11,ATENGO,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,20,21,41,20,28,48,0,0,0,0,0,0,0,0,0,40,49,89,4,4,0,0,0,0,1,1,0,5
47,14DJN0176Y,MATUTINO,JOSE VASCONCELOS,TERMINACION GUERRERO 257,1,CIUDAD GUZMAN,0,23,ZAPOTLAN EL GRANDE,FEDERALIZADO,PREESCOLAR,GENERAL,9,11,20,13,12,25,14,15,29,0,0,0,0,0,0,0,0,0,36,38,74,4,4,1,1,0,0,1,1,0,7
48,14DJN0177X,MATUTINO,JESUS GONZALEZ MARTIN,MIGUEL BLANCO 164,58,CAPILLA DE GUADALUPE,0,93,TEPATITLAN DE MORELOS,FEDERALIZADO,PREESCOLAR,GENERAL,4,6,10,27,47,74,33,37,70,0,0,0,0,0,0,0,0,0,64,90,154,6,6,0,1,0,0,1,0,1,9
49,14DJN0178W,MATUTINO,NIO OBRERO,LAZARO CARDENAS 49,1,AMECA,OBRERA,6,AMECA,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,32,20,52,34,31,65,0,0,0,0,0,0,0,0,0,66,51,117,5,5,1,1,0,0,1,0,1,9
50,14DJN0179V,MATUTINO,MA DE JESUS SANCHEZ MUNOZ,LIBERTAD 27,15,SAN MIGUEL CUYUTLAN,0,97,TLAJOMULCO DE ZUIGA,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,35,36,71,33,32,65,0,0,0,0,0,0,0,0,0,68,68,136,4,4,0,1,0,0,1,0,1,7
51,14DJN0181J,MATUTINO,FEDERICO FROEBEL,SANTA ESTHER 20,1,ZAPOPAN,SANTA MARGARITA,120,ZAPOPAN,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,39,50,89,52,43,95,0,0,0,0,0,0,0,0,0,91,93,184,6,6,1,1,0,0,2,0,1,11
52,14DJN0182I,MATUTINO,CIPACTLI,HIDALGO 36,1,ACATLAN DE JUAREZ,0,2,ACATLAN DE JUAREZ,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,18,22,40,19,13,32,0,0,0,0,0,0,0,0,0,37,35,72,3,3,0,1,0,0,1,0,1,6
53,14DJN0183H,MATUTINO,SOR JUANA INES DE LA CRUZ,BELISARIO DOMINGUEZ 285,1,CIUDAD GUZMAN,LOMAS DE ZAPOTLAN,23,ZAPOTLAN EL GRANDE,FEDERALIZADO,PREESCOLAR,GENERAL,4,2,6,32,37,69,40,43,83,0,0,0,0,0,0,0,0,0,76,82,158,5,5,1,1,0,0,3,0,1,11
54,14DJN0185F,MATUTINO,TZINTLI,JUAN SEBASTIAN ELCANO 2721,1,GUADALAJARA,INDUSTRIAL,39,GUADALAJARA,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,33,21,54,29,32,61,0,0,0,0,0,0,0,0,0,62,53,115,6,6,1,1,0,0,2,0,1,11
55,14DJN0186E,MATUTINO,CARLOS B ALONSO,EMILIANO ZAPATA 575,1,TIZAPAN EL ALTO,ATRACADERO,96,TIZAPAN EL ALTO,FEDERALIZADO,PREESCOLAR,GENERAL,5,4,9,16,8,24,21,13,34,0,0,0,0,0,0,0,0,0,42,25,67,3,3,0,0,0,0,1,0,1,5
56,14DJN0187D,MATUTINO,SOR JUANA INES DE LA CRUZ,JUAREZ 265,1,TEOCUITATLAN DE CORONA,0,92,TEOCUITATLAN DE CORONA,FEDERALIZADO,PREESCOLAR,GENERAL,10,18,28,13,9,22,11,14,25,0,0,0,0,0,0,0,0,0,34,41,75,3,3,0,0,0,0,1,0,1,5
57,14DJN0188C,MATUTINO,JOAQUIN FIGUEROA,TAMPICO 1,1,OCOTLAN,CAMINO REAL,63,OCOTLAN,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,40,48,88,42,41,83,0,0,0,0,0,0,0,0,0,82,89,171,6,6,1,1,0,0,2,1,0,10
58,14DJN0190R,MATUTINO,PABLO NERUDA,MARIANO JIMENEZ 37,1,EL GRULLO,0,37,EL GRULLO,FEDERALIZADO,PREESCOLAR,GENERAL,19,15,34,35,27,62,21,24,45,0,0,0,0,0,0,0,0,0,75,66,141,7,7,1,0,0,0,2,0,1,11
59,14DJN0191Q,MATUTINO,GENERACION 1938,VICENTE GUERRERO 600,1,ZAPOPAN,LOMA BONITA,120,ZAPOPAN,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,25,24,49,27,20,47,0,0,0,0,0,0,0,0,0,52,44,96,4,4,1,1,0,0,1,1,0,7
60,14DJN0192P,MATUTINO,NETZAHUALCOYOTL,MERIDA 18,1,UNION DE TULA,0,110,UNION DE TULA,FEDERALIZADO,PREESCOLAR,GENERAL,5,6,11,8,13,21,5,5,10,0,0,0,0,0,0,0,0,0,18,24,42,2,2,0,1,0,0,1,1,0,4
61,14DJN0193O,MATUTINO,MARINA ALVARADO PELAYO,OTUMBA 26,1,ATENGO,0,11,ATENGO,FEDERALIZADO,PREESCOLAR,GENERAL,6,13,19,22,13,35,15,16,31,0,0,0,0,0,0,0,0,0,43,42,85,4,4,0,0,0,0,1,0,1,6
62,14DJN0194N,MATUTINO,GABILONDO SOLER,CONOCIDO,71,HIERBA DE MATANCILLAS,0,64,OJUELOS DE JALISCO,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,14,11,25,14,13,27,0,0,0,0,0,0,0,0,0,28,24,52,2,2,0,0,0,0,0,1,0,2
63,14DJN0195M,MATUTINO,CARMEN TORRES VELIZ,DEGOLLADO 165,1,ZAPOPAN,AGUA BLANCA,120,ZAPOPAN,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,42,26,68,39,47,86,0,0,0,0,0,0,0,0,0,81,73,154,5,5,1,1,0,0,1,0,1,9
64,14DJN0196L,MATUTINO,SALVADOR GALVEZ GUTIERREZ,VISTA HERMOSA 587,1,ZAPOPAN,LOS MAESTROS,120,ZAPOPAN,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,21,23,44,19,23,42,0,0,0,0,0,0,0,0,0,40,46,86,4,4,1,1,0,0,1,1,0,7
65,14DJN0197K,MATUTINO,AYOYOTL,IGNACIO ZARAGOZA 4,5,AYOTITLAN,0,88,TECOLOTLAN,FEDERALIZADO,PREESCOLAR,GENERAL,11,7,18,16,9,25,13,12,25,0,0,0,0,0,0,0,0,0,40,28,68,3,3,0,1,0,0,1,1,0,5
66,14DJN0198J,MATUTINO,ARTURO ARIAS OROZCO,ELBA MERINO 1,21,OJO DE AGUA,0,88,TECOLOTLAN,FEDERALIZADO,PREESCOLAR,GENERAL,1,2,3,1,4,5,5,2,7,0,0,0,0,0,0,0,0,0,7,8,15,1,1,0,0,0,0,0,1,0,1
67,14DJN0199I,MATUTINO,AGUSTIN YAEZ,REFUGIO TOLEDO 3,1,YAHUALICA DE GONZALEZ GALLO,CEBETA,118,YAHUALICA DE GONZALEZ GALLO,FEDERALIZADO,PREESCOLAR,GENERAL,3,7,10,28,14,42,21,12,33,0,0,0,0,0,0,0,0,0,52,33,85,4,4,0,1,0,0,2,0,1,8
68,14DJN0200H,CONTINUO (TIEMPO COMPLETO),MARIA GUTIERREZ RODRIGUEZ,NUEVA ESCOCIA 1667,1,GUADALAJARA,PROVIDENCIA,39,GUADALAJARA,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,17,29,46,30,17,47,0,0,0,0,0,0,0,0,0,47,46,93,4,4,2,1,0,0,3,0,1,11
69,14DJN0201G,MATUTINO,IGNACIO M ALTAMIRANO,EJIDO 156,1,MAGDALENA,0,55,MAGDALENA,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,34,35,69,37,35,72,0,0,0,0,0,0,0,0,0,71,70,141,5,5,1,1,0,0,0,0,1,8
70,14DJN0202F,MATUTINO,JUANA MA ALFARO,SECUNDINO GONZALEZ 254,1,VALLE DE GUADALUPE,0,111,VALLE DE GUADALUPE,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,20,10,30,12,16,28,0,0,0,0,0,0,0,0,0,32,26,58,3,3,0,0,0,0,0,1,0,3
71,14DJN0203E,MATUTINO,LEONA VICARIO,FIDEL VELAZQUEZ 7,13,EL REFUGIO,0,83,TALA,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,57,45,102,66,57,123,0,0,0,0,0,0,0,0,0,123,102,225,7,7,1,1,0,0,2,0,1,12
72,14DJN0204D,MATUTINO,GREGORIO TORRES QUINTERO,HIDALGO 451,1,ZAPOTILTIC,0,121,ZAPOTILTIC,FEDERALIZADO,PREESCOLAR,GENERAL,0,2,2,21,16,37,24,15,39,0,0,0,0,0,0,0,0,0,45,33,78,3,3,1,1,0,0,1,0,1,7
73,14DJN0205C,MATUTINO,LAURA APODACA,PROGRESO 249,1,TLAQUEPAQUE,SAN PEDRO,98,SAN PEDRO TLAQUEPAQUE,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,42,51,93,66,52,118,0,0,0,0,0,0,0,0,0,108,103,211,7,7,1,2,0,0,2,0,1,13
74,14DJN0206B,MATUTINO,MA SANTOS DELGADILLO DE YAEZ,HIDALGO 104,1,YAHUALICA DE GONZALEZ GALLO,0,118,YAHUALICA DE GONZALEZ GALLO,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,22,21,43,23,30,53,0,0,0,0,0,0,0,0,0,45,51,96,5,5,1,1,0,0,2,0,1,10
75,14DJN0207A,MATUTINO,QUETZAL,LIBERTAD 253,1,EL SALTO,0,70,EL SALTO,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,52,43,95,58,41,99,0,0,0,0,0,0,0,0,0,110,84,194,7,7,0,1,0,0,2,0,1,11
76,14DJN0208Z,MATUTINO,CARLOS GONZALEZ PEA,BELISARIO DOMINGUEZ 201,1,LAGOS DE MORENO,LAGOS DE MORENO (ZONA CENTRO),53,LAGOS DE MORENO,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,42,38,80,33,32,65,0,0,0,0,0,0,0,0,0,75,70,145,5,5,1,1,0,0,1,0,1,9
77,14DJN0209Z,MATUTINO,JUSTO SIERRA,AGUSTIN RIVERA 17,110,SANTA TERESA,0,109,UNION DE SAN ANTONIO,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,4,5,9,6,4,10,0,0,0,0,0,0,0,0,0,10,9,19,1,1,0,0,0,0,0,1,0,1
78,14DJN0210O,MATUTINO,EXIQUIO RICO,MATAMOROS 28,1,ACATLAN DE JUAREZ,EL PLAN,2,ACATLAN DE JUAREZ,FEDERALIZADO,PREESCOLAR,GENERAL,3,3,6,24,29,53,25,30,55,0,0,0,0,0,0,0,0,0,52,62,114,5,5,0,1,0,0,1,0,1,8
79,14DJN0211N,MATUTINO,JOSE DE JESUS HERNANDEZ GUTIERREZ,ALLENDE 52,1,SAN JULIAN,0,74,SAN JULIAN,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,32,33,65,40,49,89,0,0,0,0,0,0,0,0,0,72,82,154,5,5,1,1,0,0,1,0,1,9
80,14DJN0212M,VESPERTINO,GABRIELA MISTRAL,LIMA 3,1,ATOTONILCO EL ALTO,DE SANTA ROSA,13,ATOTONILCO EL ALTO,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,23,27,50,21,19,40,0,0,0,0,0,0,0,0,0,44,46,90,3,3,0,0,0,0,1,0,1,5
81,14DJN0213L,MATUTINO,EMILIANO ZAPATA,PEDRO MORENO,21,LOS AZULITOS,0,53,LAGOS DE MORENO,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,26,18,44,32,22,54,0,0,0,0,0,0,0,0,0,58,40,98,4,4,0,0,0,0,1,1,0,5
82,14DJN0214K,MATUTINO,VICENTE GUERRERO,24 DE JUNIO 525,1,LAGOS DE MORENO,DE MOYA,53,LAGOS DE MORENO,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,30,31,61,32,27,59,0,0,0,0,0,0,0,0,0,62,58,120,4,4,1,0,0,0,1,0,1,7
83,14DJN0215J,MATUTINO,SOR JUANA INES DE LA CRUZ,LAZARO CARDENAS 40,31,SAN LUCAS EVANGELISTA,0,97,TLAJOMULCO DE ZUIGA,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,31,29,60,34,37,71,0,0,0,0,0,0,0,0,0,65,66,131,4,4,0,0,0,0,1,1,0,5
84,14DJN0216I,MATUTINO,ROSAURA ZAPATA,AVENIDA DEL CAMPESINO 130,27,PORTEZUELO,0,18,LA BARCA,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,24,23,47,25,23,48,0,0,0,0,0,0,0,0,0,49,46,95,4,4,0,0,0,0,1,1,0,5
85,14DJN0218G,MATUTINO,ANDRES TERAN,FRANCISCO VILLA 100,22,LA SAUCEDA,0,24,COCULA,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,7,13,20,11,14,25,0,0,0,0,0,0,0,0,0,18,27,45,2,2,0,0,0,0,1,1,0,3
86,14DJN0219F,MATUTINO,SOR JUANA INES DE LA CRUZ,AGUSTIN YAEZ 34,3,LO ARADO,0,21,CASIMIRO CASTILLO,FEDERALIZADO,PREESCOLAR,GENERAL,23,12,35,20,25,45,26,30,56,0,0,0,0,0,0,0,0,0,69,67,136,5,5,0,0,0,0,1,1,0,6
87,14DJN0220V,MATUTINO,IGNACIO ZARAGOZA,LAUREL 224,1,AUTLAN DE NAVARRO,0,15,AUTLAN DE NAVARRO,FEDERALIZADO,PREESCOLAR,GENERAL,12,12,24,32,36,68,45,43,88,0,0,0,0,0,0,0,0,0,89,91,180,7,7,1,1,0,0,1,0,1,11
88,14DJN0222T,MATUTINO,GABRIELA MISTRAL,TOMAS ESCOBEDO 399,1,CIUDAD GUZMAN,0,23,ZAPOTLAN EL GRANDE,FEDERALIZADO,PREESCOLAR,GENERAL,6,9,15,10,17,27,6,13,19,0,0,0,0,0,0,0,0,0,22,39,61,2,2,1,1,0,0,0,1,0,4
89,14DJN0223S,MATUTINO,JUSTO SIERRA,MIGUEL ALEMAN 352,1,ATOTONILCO EL ALTO,LOS NARANJOS,13,ATOTONILCO EL ALTO,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,33,33,66,38,29,67,0,0,0,0,0,0,0,0,0,71,62,133,4,4,1,1,0,0,1,0,1,8
90,14DJN0224R,MATUTINO,JOSEFA ORTIZ DE DOMINGUEZ,INOCENCIO AYALA 7,1,ATOTONILCO EL ALTO,JOSEFINO,13,ATOTONILCO EL ALTO,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,26,18,44,27,24,51,0,0,0,0,0,0,0,0,0,53,42,95,3,3,0,0,0,0,1,1,0,4
91,14DJN0225Q,MATUTINO,IGNACIO ZARAGOZA,NIOS HEROES 99,1,AMATITAN,0,5,AMATITAN,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,21,30,51,28,30,58,0,0,0,0,0,0,0,0,0,49,60,109,4,4,1,0,0,0,1,0,1,7
92,14DJN0226P,MATUTINO,EUFEMIO FIGUEROA BEAZ,GUERRERO 50,1,MIXTLAN,0,62,MIXTLAN,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,9,11,20,15,20,35,0,0,0,0,0,0,0,0,0,24,31,55,3,3,0,0,0,0,1,1,0,4
93,14DJN0227O,MATUTINO,JOSE ROSAS MORENO,AVENIDA 16 DE SEPTIEMBRE,1,HOSTOTIPAQUILLO,0,40,HOSTOTIPAQUILLO,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,6,9,15,19,7,26,0,0,0,0,0,0,0,0,0,25,16,41,2,2,0,0,0,0,0,1,0,2
94,14DJN0228N,MATUTINO,JUAN DE LA BARRERA,VICENTE GUERRERO 350,1,ACATIC,0,1,ACATIC,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,33,42,75,34,26,60,0,0,0,0,0,0,0,0,0,67,68,135,5,5,1,0,0,0,1,0,1,8
95,14DJN0229M,MATUTINO,JOSEFA ORTIZ DE DOMINGUEZ,BENITO JUAREZ 64,59,LAZARO CARDENAS (SAN DIEGO),0,69,QUITUPAN,FEDERALIZADO,PREESCOLAR,GENERAL,14,7,21,13,12,25,15,11,26,0,0,0,0,0,0,0,0,0,42,30,72,3,3,0,0,0,0,1,1,0,4
96,14DJN0230B,MATUTINO,ROSAURA ZAPATA,ALLENDE 133,1,OCOTLAN,MARCOS CASTELLANOS,63,OCOTLAN,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,28,27,55,44,36,80,0,0,0,0,0,0,0,0,0,72,63,135,5,5,0,1,0,0,1,0,1,8
97,14DJN0231A,MATUTINO,BENITO JUAREZ,JARDIN DE NIOS 7,1,QUITUPAN,0,69,QUITUPAN,FEDERALIZADO,PREESCOLAR,GENERAL,11,10,21,20,10,30,13,11,24,0,0,0,0,0,0,0,0,0,44,31,75,4,4,0,0,0,0,1,1,0,5
98,14DJN0232Z,MATUTINO,FRANCISCO VILLA,ADOLFO LOPEZ MATEOS 8,23,CAMPO ACOSTA,0,100,TOMATLAN,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,17,26,43,30,18,48,0,0,0,0,0,0,0,0,0,47,44,91,3,3,0,0,0,0,1,1,0,4
99,14DJN0233Z,MATUTINO,MEXICO,SALVADOR DIAZ MIRON 9,114,TEQUESQUITLAN,0,27,CUAUTITLAN DE GARCIA BARRAGAN,FEDERALIZADO,PREESCOLAR,GENERAL,15,2,17,19,13,32,17,17,34,0,0,0,0,0,0,0,0,0,51,32,83,4,4,0,0,0,0,1,0,1,6
100,14DJN0234Y,MATUTINO,VICENTE GUERRERO,VICENTE GUERRERO 1,31,SAN PEDRO ITZICAN,0,66,PONCITLAN,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,13,12,25,85,65,150,0,0,0,0,0,0,0,0,0,98,77,175,6,6,0,0,0,0,1,1,0,7
101,14DJN0235X,MATUTINO,NIOS HEROES,RICARDO FLORES MAGON 1,18,TECOMATES (PIEDRA PESADA),0,21,CASIMIRO CASTILLO,FEDERALIZADO,PREESCOLAR,GENERAL,8,10,18,16,18,34,17,8,25,0,0,0,0,0,0,0,0,0,41,36,77,3,3,0,0,0,0,0,1,0,3
102,14DJN0236W,MATUTINO,AMADO NERVO,ZARAGOZA 327,1,JAMAY,0,47,JAMAY,FEDERALIZADO,PREESCOLAR,GENERAL,3,3,6,41,34,75,47,38,85,0,0,0,0,0,0,0,0,0,91,75,166,6,6,0,1,0,0,1,0,1,9
103,14DJN0237V,MATUTINO,JOSE VASCONCELOS,BENITO JUAREZ 1,121,AMAJAQUILLO,0,38,GUACHINANGO,FEDERALIZADO,PREESCOLAR,GENERAL,1,0,1,4,2,6,2,6,8,0,0,0,0,0,0,0,0,0,7,8,15,1,1,0,0,0,0,0,1,0,1
104,14DJN0238U,MATUTINO,ROSAURA ZAPATA,RAMON CORONA 385,291,SAN JOSE DE GRACIA,0,93,TEPATITLAN DE MORELOS,FEDERALIZADO,PREESCOLAR,GENERAL,0,1,1,12,11,23,16,14,30,0,0,0,0,0,0,0,0,0,28,26,54,3,3,0,0,0,0,0,1,0,3
105,14DJN0239T,MATUTINO,JOSE MA MORELOS Y PAVON,MARIA LUISA DE LA PEYA 25,1,ATOTONILCO EL ALTO,EL MIRADOR,13,ATOTONILCO EL ALTO,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,35,36,71,45,50,95,0,0,0,0,0,0,0,0,0,80,86,166,5,5,2,1,0,0,1,0,1,10
106,14DJN0240I,MATUTINO,EMILIANO ZAPATA,FRANCISCO I MADERO 12,176,SANTA FE,0,124,ZAPOTLANEJO,FEDERALIZADO,PREESCOLAR,GENERAL,1,2,3,19,20,39,22,25,47,0,0,0,0,0,0,0,0,0,42,47,89,4,4,0,0,0,0,1,1,0,5
107,14DJN0241H,MATUTINO,RODOLFO FLORES,AVENIDA MEXICO,1,AYOTLAN,RODOLFO FLORES,16,AYOTLAN,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,13,13,26,16,14,30,0,0,0,0,0,0,0,0,0,29,27,56,2,2,0,0,0,0,0,1,0,2
108,14DJN0242G,MATUTINO,LAZARO CARDENAS DEL RIO,INDEPENDENCIA 1,50,LA NORIA,0,16,AYOTLAN,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,8,7,15,16,10,26,0,0,0,0,0,0,0,0,0,24,17,41,2,2,0,0,0,0,0,1,0,2
109,14DJN0243F,MATUTINO,SOR JUANA INES DE LA CRUZ,CONOCIDO,79,SAN JERONIMO,0,16,AYOTLAN,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,5,8,13,3,4,7,0,0,0,0,0,0,0,0,0,8,12,20,1,1,0,0,0,0,0,1,0,1
110,14DJN0244E,MATUTINO,SOR JUANA INES DE LA CRUZ,NIOS HEROES,20,LA CONCEPCION,0,16,AYOTLAN,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,20,20,40,19,23,42,0,0,0,0,0,0,0,0,0,39,43,82,3,3,0,0,0,0,0,1,0,3
111,14DJN0245D,MATUTINO,RUBEN DARIO,LOPEZ COTILLA,106,SAN ANTONIO DE LOS VAZQUEZ,0,45,IXTLAHUACAN DEL RIO,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,13,8,21,19,18,37,0,0,0,0,0,0,0,0,0,32,26,58,2,2,0,0,0,0,0,1,0,2
112,14DJN0246C,MATUTINO,VALENTIN GOMEZ FARIAS,REVOLUCION 311,1,TEPATITLAN DE MORELOS,0,93,TEPATITLAN DE MORELOS,FEDERALIZADO,PREESCOLAR,GENERAL,1,2,3,29,30,59,26,25,51,0,0,0,0,0,0,0,0,0,56,57,113,5,5,1,1,0,0,1,0,1,9
113,14DJN0247B,MATUTINO,SOR JUANA INES DE LA CRUZ,PRIVADA SOR JUANA INES DE LA CRUZ,223,PEGUEROS,0,93,TEPATITLAN DE MORELOS,FEDERALIZADO,PREESCOLAR,GENERAL,2,2,4,35,35,70,44,38,82,0,0,0,0,0,0,0,0,0,81,75,156,6,6,1,1,0,0,1,0,1,10
114,14DJN0248A,MATUTINO,CRISTOBAL COLON,PRESBITERO CARLOS ESQUEDA LARA 1,1,UNION DE SAN ANTONIO,0,109,UNION DE SAN ANTONIO,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,26,38,64,33,37,70,0,0,0,0,0,0,0,0,0,59,75,134,5,5,0,0,0,0,1,0,1,7
115,14DJN0249Z,MATUTINO,SOR JUANA INES DE LA CRUZ,PROLONGACION CORREGIDORA,16,BELEN DEL REFUGIO,0,91,TEOCALTICHE,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,13,9,22,26,31,57,0,0,0,0,0,0,0,0,0,39,40,79,3,3,0,0,0,0,0,0,1,4
116,14DJN0250P,MATUTINO,MARIA MONTESSORI,PORFIRIO DIAZ 435,1,TEPATITLAN DE MORELOS,0,93,TEPATITLAN DE MORELOS,FEDERALIZADO,PREESCOLAR,GENERAL,4,3,7,27,13,40,35,29,64,0,0,0,0,0,0,0,0,0,66,45,111,5,5,1,1,0,0,1,0,1,9
117,14DJN0251O,MATUTINO,PATRIA,SOYATLAN,4,ATACCO,0,86,TAPALPA,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,16,14,30,19,11,30,0,0,0,0,0,0,0,0,0,35,25,60,2,2,0,0,0,0,0,1,0,2
118,14DJN0252N,MATUTINO,GABRIELA MISTRAL,FRANCISCO SARABIA 60,33,SAN JOSE CASAS CAIDAS,0,18,LA BARCA,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,16,18,34,12,12,24,0,0,0,0,0,0,0,0,0,28,30,58,3,3,0,0,0,0,1,1,0,4
119,14DJN0253M,MATUTINO,NICOLAS BRAVO,PRIVADA HUERTAS 2,1,ENCARNACION DE DIAZ,SAN PABLO,35,ENCARNACION DE DIAZ,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,35,35,70,46,45,91,0,0,0,0,0,0,0,0,0,81,80,161,5,5,1,1,0,0,1,0,1,9
120,14DJN0254L,MATUTINO,LEONA VICARIO,GARDENIAS,1,SAN DIEGO DE ALEJANDRIA,SAN JOSE,72,SAN DIEGO DE ALEJANDRIA,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,20,16,36,20,17,37,0,0,0,0,0,0,0,0,0,40,33,73,2,2,0,0,0,0,0,1,0,2
121,14DJN0255K,MATUTINO,ROSAURA ZAPATA,MATANZAS 1,33,MATANZAS,0,64,OJUELOS DE JALISCO,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,9,11,20,8,16,24,0,0,0,0,0,0,0,0,0,17,27,44,1,1,0,0,0,0,0,1,0,1
122,14DJN0256J,MATUTINO,ROSAURA ZAPATA,ITURBIDE 72,182,SAN JOSE DE LOS REYNOSO,0,78,SAN MIGUEL EL ALTO,FEDERALIZADO,PREESCOLAR,GENERAL,0,0,0,10,15,25,13,6,19,0,0,0,0,0,0,0,0,0,23,21,44,1,1,0,0,0,0,0,1,0,1
